Soilcolor,Ph,K,P,N,Zn,S,Humidity_Winter,Humidity_Spring,Humidity_Summer,Humidity_Autumn,TempMax_Winter,TempMax_Spring,TempMax_Summer,TempMax_Autumn,TempMin_Winter,TempMin_Spring,TempMin_Summer,TempMin_Autumn,Rainfall_Winter,Rainfall_Spring,Rainfall_Summer,Rainfall_Autumn,WindDir_10m,SoilMoisture_Top,CloudCover,WindSpeed_2m,SurfacePressure,Crop_Label,Seasonal Average (TempMax),Seasonal Average (TempMin),Unnamed: 31,Soil_Fertility_Index,Macro_to_Micro,Humidity_Avg,Rainfall_Avg,TempRange_Winter,TempRange_Spring,TempRange_Summer,TempRange_Autumn,TempMax_Avg,TempMin_Avg,Rainfall_Temp_Ratio
0.864,0.238,0.040,0.003,0.286,0.031,0.076,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.027,0.044,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.388,0.166,0.002,0.214,0.018,0.066,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.120,0.193,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.286,0.264,0.005,0.343,0.040,0.067,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.193,0.267,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.286,0.040,0.001,0.314,0.018,0.076,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.027,0.046,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.357,0.179,0.003,0.314,0.033,0.076,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.130,0.171,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.310,0.117,0.006,0.257,0.024,0.076,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.085,0.120,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.818,0.388,0.047,0.001,0.214,0.013,0.037,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.032,0.105,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.536,0.114,0.002,0.186,0.024,0.057,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.081,0.146,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.452,0.039,0.001,0.214,0.020,0.033,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.026,0.094,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.405,0.181,0.003,0.186,0.020,0.033,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.132,0.347,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.514,0.113,0.000,0.143,0.020,0.066,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.080,0.131,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.286,0.117,0.004,0.243,0.022,0.067,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.085,0.134,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.388,0.084,0.001,0.214,0.015,0.079,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.059,0.087,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.214,0.076,0.003,0.286,0.020,0.135,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.054,0.045,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.536,0.123,0.002,0.186,0.022,0.121,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.089,0.081,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.333,0.139,0.003,0.171,0.022,0.067,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.100,0.156,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.310,0.109,0.003,0.143,0.020,0.059,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.078,0.142,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.476,0.065,0.001,0.086,0.029,0.033,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.045,0.130,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.310,0.056,0.004,0.243,0.018,0.076,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.039,0.063,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.262,0.061,0.001,0.186,0.029,0.076,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.042,0.063,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.326,0.054,0.002,0.143,0.035,0.056,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.037,0.072,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.405,0.080,0.001,0.100,0.024,0.042,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.056,0.136,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.214,0.107,0.001,0.314,0.024,0.160,0.547,0.659,0.671,0.727,0.773,0.557,0.114,0.378,0.490,0.510,0.435,0.530,0.482,1.000,1.000,1.000,0.040,1.000,1.000,0.029,0.460,10.000,0.568,0.498,,0.076,0.052,0.671,0.992,0.846,0.735,0.139,0.244,0.509,0.504,1.000
0.614,0.536,0.037,0.004,0.186,0.026,0.031,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.025,0.090,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.536,0.075,0.004,0.186,0.022,0.049,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.053,0.118,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.214,0.028,0.001,0.229,0.018,0.101,0.547,0.659,0.671,0.727,0.773,0.557,0.114,0.378,0.490,0.510,0.435,0.530,0.482,1.000,1.000,1.000,0.040,1.000,1.000,0.029,0.460,10.000,0.568,0.498,,0.018,0.024,0.671,0.992,0.846,0.735,0.139,0.244,0.509,0.504,1.000
0.568,0.536,0.118,0.005,0.186,0.024,0.063,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.086,0.141,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.310,0.088,0.001,0.143,0.015,0.067,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.062,0.105,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.536,0.056,0.007,0.186,0.022,0.065,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.040,0.073,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.818,0.238,0.095,0.003,0.286,0.018,0.101,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.068,0.077,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.818,0.536,0.004,0.005,0.186,0.013,0.061,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.001,0.019,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.357,0.136,0.001,0.157,0.029,0.042,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.097,0.212,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.536,0.149,0.014,0.186,0.037,0.048,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.111,0.206,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.326,0.162,0.003,0.143,0.040,0.115,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.118,0.105,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.238,0.086,0.003,0.214,0.013,0.084,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.061,0.085,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.595,0.035,0.006,0.071,0.024,0.025,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.024,0.105,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.536,0.042,0.002,0.186,0.020,0.102,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.028,0.035,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.333,0.099,0.001,0.157,0.022,0.042,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.070,0.166,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.286,0.123,0.004,0.271,0.029,0.067,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.089,0.136,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.262,0.131,0.003,0.229,0.026,0.067,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.094,0.145,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.262,0.101,0.004,0.114,0.020,0.076,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.072,0.106,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.060,0.004,0.143,0.020,0.050,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.042,0.095,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.381,0.068,0.027,0.114,0.022,0.035,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.054,0.153,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.488,0.137,0.002,0.114,0.024,0.038,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,10.000,0.495,0.427,,0.098,0.234,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.488,0.110,0.003,0.114,0.020,0.100,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.079,0.088,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.286,0.163,0.006,0.171,0.046,0.101,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.119,0.117,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.238,0.058,0.001,0.171,0.022,0.076,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.040,0.063,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.864,0.238,0.201,0.008,0.214,0.037,0.093,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.148,0.161,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.381,0.044,0.005,0.114,0.020,0.044,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.031,0.085,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.381,0.301,0.005,0.200,0.040,0.050,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.221,0.375,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.429,0.231,0.004,0.129,0.031,0.059,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.169,0.271,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.238,0.142,0.005,0.171,0.037,0.084,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.103,0.124,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.864,0.214,0.026,0.001,0.314,0.011,0.126,0.472,0.620,0.893,0.957,0.924,0.901,0.625,0.768,0.694,0.771,0.730,0.762,0.147,0.664,0.781,0.622,0.000,0.643,0.821,0.033,0.752,10.000,0.889,0.750,,0.016,0.017,0.775,0.642,0.932,0.786,0.256,0.255,0.863,0.752,0.552
0.614,0.310,0.093,0.001,0.157,0.024,0.050,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.066,0.135,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.864,0.214,0.038,0.001,0.314,0.018,0.101,0.472,0.620,0.893,0.957,0.924,0.901,0.625,0.768,0.694,0.771,0.730,0.762,0.147,0.664,0.781,0.622,0.000,0.643,0.821,0.033,0.752,10.000,0.889,0.750,,0.025,0.032,0.775,0.642,0.932,0.786,0.256,0.255,0.863,0.752,0.552
0.614,0.310,0.047,0.004,0.157,0.018,0.084,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.033,0.049,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.488,0.037,0.002,0.114,0.022,0.120,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.025,0.025,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.310,0.135,0.005,0.157,0.020,0.050,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.098,0.196,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.818,0.381,0.096,0.004,0.114,0.020,0.033,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.069,0.196,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.568,0.405,0.135,0.013,0.114,0.022,0.042,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.100,0.228,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.488,0.099,0.002,0.114,0.015,0.087,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.070,0.093,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.864,0.429,0.118,0.013,0.129,0.029,0.033,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.088,0.226,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.310,0.099,0.004,0.200,0.029,0.084,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.071,0.091,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.864,0.214,0.076,0.004,0.314,0.020,0.135,0.472,0.620,0.893,0.957,0.924,0.901,0.625,0.768,0.694,0.771,0.730,0.762,0.147,0.664,0.781,0.622,0.000,0.643,0.821,0.033,0.752,10.000,0.889,0.750,,0.054,0.045,0.775,0.642,0.932,0.786,0.256,0.255,0.863,0.752,0.552
0.614,0.310,0.085,0.003,0.157,0.044,0.109,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.060,0.058,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.864,0.262,0.158,0.003,0.143,0.029,0.059,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.114,0.190,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.310,0.087,0.003,0.157,0.031,0.059,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.061,0.108,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.864,0.238,0.144,0.004,0.286,0.064,0.109,0.472,0.620,0.893,0.957,0.924,0.901,0.625,0.768,0.694,0.771,0.730,0.762,0.147,0.664,0.781,0.622,0.000,0.643,0.821,0.033,0.752,10.000,0.889,0.750,,0.105,0.091,0.775,0.642,0.932,0.786,0.256,0.255,0.863,0.752,0.552
0.864,0.286,0.089,0.003,0.229,0.048,0.067,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.064,0.092,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.310,0.182,0.004,0.314,0.033,0.076,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.133,0.175,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.864,0.214,0.049,0.004,0.314,0.026,0.126,0.472,0.620,0.893,0.957,0.924,0.901,0.625,0.768,0.694,0.771,0.730,0.762,0.147,0.664,0.781,0.622,0.000,0.643,0.821,0.033,0.752,10.000,0.889,0.750,,0.034,0.031,0.775,0.642,0.932,0.786,0.256,0.255,0.863,0.752,0.552
0.614,0.286,0.142,0.003,0.229,0.020,0.101,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.102,0.112,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.310,0.148,0.004,0.157,0.026,0.076,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.107,0.147,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.864,0.262,0.235,0.004,0.343,0.042,0.084,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.171,0.198,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.524,0.064,0.006,0.114,0.011,0.033,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.046,0.153,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.262,0.131,0.003,0.243,0.024,0.109,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.095,0.094,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.614,0.214,0.125,0.004,0.200,0.024,0.084,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.090,0.116,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.568,0.333,0.122,0.003,0.143,0.018,0.050,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.087,0.180,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.568,0.333,0.130,0.004,0.143,0.024,0.059,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.094,0.163,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
0.568,0.310,0.148,0.003,0.157,0.042,0.101,0.457,0.534,0.700,0.633,0.875,0.681,0.477,0.646,0.715,0.685,0.722,0.696,0.313,0.556,0.678,0.418,0.010,0.643,0.821,0.030,0.567,10.000,0.756,0.717,,0.107,0.107,0.602,0.522,0.854,0.540,0.149,0.241,0.722,0.713,0.487
